Nome;Morada;ID;Data;Hora (Lisboa);Temperatura(C);Pressao(bar);Bateria(%)
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;03:49;5,79;2,32423708;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;03:53;5,79;2,30355268;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;03:59;5,79;2,2683892;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;04:04;5,79;2,20426756;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;04:08;5,69;2,29114204;64
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;04:14;5,69;2,10842984;70
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;04:19;5,69;2,14152488;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;04:23;5,69;2,26011544;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;04:29;5,69;2,19185692;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;04:34;5,69;2,21254132;70
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;04:38;5,69;2,10842984;65
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;04:44;5,69;2,31182644;70
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;04:49;5,59;2,18358316;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;04:53;5,59;2,33664772;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;04:59;5,59;2,23529416;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;05:04;5,59;2,05051352;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;05:08;5,59;2,34492148;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;05:14;5,59;2,28700516;70
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;05:19;5,59;2,13325112;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;05:23;5,59;2,18772004;61
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;05:29;5,5;2,20840444;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;05:34;5,5;2,14152488;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;05:38;5,5;2,08774544;65
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;05:44;5,5;2,33664772;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;05:49;5,5;2,22288352;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;05:53;5,5;2,29527892;66
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;05:59;5,5;2,1580724;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;06:04;5,5;2,2994158;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;06:08;5,5;2,2270204;61
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;06:14;5,4;2,18772004;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;06:19;5,4;2,14152488;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;06:23;5,4;2,13325112;61
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;06:29;5,4;2,04637664;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;06:34;5,4;2,2270204;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;06:38;5,4;2,02982912;65
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;06:44;5,3;2,16634616;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;06:49;5,3;2,22288352;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;06:53;5,3;2,30355268;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;06:59;5,3;2,18358316;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;07:04;5,3;2,12497736;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;07:08;5,3;2,1580724;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;07:14;5,3;2,07947168;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;07:20;5,3;2,21254132;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;07:24;5,3;2,14152488;66
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;07:29;5,3;2,09188232;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;07:34;5,2;2,13325112;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;07:38;5,2;2,05878728;64
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;07:44;5,2;2,10015608;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;07:49;5,2;2,14152488;70
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;07:53;5,2;2,033966;66
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;07:59;5,2;2,16634616;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;08:04;5,2;2,05878728;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;08:08;5,2;2,18358316;64
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;08:14;5,2;2,1580724;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;08:19;5,2;2,08774544;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;08:23;5,2;2,04637664;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;08:29;5,2;2,06292416;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;08:34;5,2;2,05051352;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;08:38;5,2;2,17048304;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;08:44;5,2;2,02982912;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;08:49;5,2;2,14979864;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;08:53;5,2;2,06706104;66
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;08:59;5,2;2,19185692;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;09:04;5,2;1,94847048;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;09:08;5,2;2,2270204;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;09:14;5,2;2,10429296;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;09:19;5,3;2,04223976;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;09:23;5,3;2,12084048;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;09:29;5,3;2,18358316;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;09:34;5,3;2,11256672;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;09:38;5,3;2,16634616;66
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;09:44;5,3;2,2270204;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;09:49;5,4;2,14566176;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;09:53;5,4;2,02569224;60
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;09:59;5,4;2,033966;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;10:04;5,4;2,1959938;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;10:08;5,5;2,04637664;66
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;10:14;5,5;1,98639188;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;10:19;5,5;2,0132816;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;10:23;5,5;2,11256672;64
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;10:29;5,59;2,12497736;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;10:34;5,59;2,04223976;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;10:38;5,59;2,19185692;60
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;10:44;5,59;2,17048304;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;10:49;5,59;2,10015608;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;10:53;5,69;2,15393552;66
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;10:59;5,69;2,17048304;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;11:04;5,79;2,14566176;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;11:08;5,79;2,09188232;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;11:14;5,79;2,00914472;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;11:19;5,79;2,04637664;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;11:23;5,79;2,12084048;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;11:29;5,89;2,1787568;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;11:34;5,89;2,10015608;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;11:38;5,89;2,08360856;61
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;11:44;5,89;2,28286828;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;11:49;5,98;2,23943104;63
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;11:53;5,98;2,18772004;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;11:59;5,98;2,05051352;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;12:04;5,98;2,08774544;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;12:08;5,98;2,12497736;61
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;12:14;6,08;2,00087096;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;12:19;6,08;2,15393552;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;12:23;6,08;2,23529416;60
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;12:34;6,18;2,07119792;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;12:38;6,18;2,11256672;66
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;12:44;6,18;2,11256672;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;12:49;6,18;1,97398124;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;12:53;6,28;2,10842984;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;12:59;6,28;2,20840444;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;13:04;6,28;1,99673408;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;13:08;6,38;2,04637664;60
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;13:14;6,47;2,16634616;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;13:19;6,77;2,02569224;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;13:23;7,06;2,10015608;65
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;13:29;7,55;2,14979864;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;13:34;8,04;2,04223976;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;13:38;8,43;2,05878728;64
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;13:44;8,82;2,0960192;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;13:49;8,82;2,04223976;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;13:53;8,82;2,08360856;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;13:59;8,72;2,07119792;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;14:04;8,62;2,10015608;66
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;14:08;8,52;2,0960192;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;14:14;8,43;2,18358316;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;14:19;8,52;2,12911424;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;14:23;8,72;2,2166782;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;14:29;9,01;2,06706104;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;14:34;9,4;2,10015608;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;14:38;9,6;2,17048304;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;14:44;9,89;2,05878728;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;14:49;10,19;2,03810288;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;14:53;10,48;1,95260736;62
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;14:59;10,67;2,01741848;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;15:04;10,87;2,14566176;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;15:08;10,97;2,12084048;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;15:14;11,06;1,8409116;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;15:19;11,06;2,1580724;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;15:23;11,06;2,06706104;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;15:29;10,87;2,16634616;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;15:34;10,67;1,9443336;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;15:38;10,58;2,16220928;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;15:44;10,38;2,14566176;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;15:49;10,28;2,1580724;70
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;15:53;10,09;2,04223976;65
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;15:59;9,99;2,06706104;70
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;16:04;9,79;2,05878728;63
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;16:08;9,7;2,1959938;66
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;16:14;9,6;2,07947168;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;16:19;9,5;2,21254132;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;16:23;9,4;2,16634616;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;16:29;9,31;2,10842984;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;16:34;9,31;2,28700516;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;16:38;9,21;2,08774544;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;16:44;9,11;1,96915488;67
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;16:49;9,01;2,0546504;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;16:53;9,01;2,04637664;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;16:59;8,92;2,06706104;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;17:04;8,82;2,06706104;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;17:08;8,82;2,03810288;61
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;17:14;8,72;2,06292416;70
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;17:19;8,62;2,05878728;68
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;17:23;8,62;1,93605984;61
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;17:29;8,62;1,99673408;70
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;17:34;8,52;1,9443336;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;17:38;8,52;2,03810288;66
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;17:44;8,43;2,0132816;70
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;17:49;8,33;2,137388;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;17:53;8,33;2,00087096;61
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;17:59;8,23;2,01741848;70
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;18:04;8,23;1,98639188;69
Sensor 9;Rua do Pinhal n56-58;00:13:A2:00:41:EF:C6:DB;04/02/2023;18:08;8,13;2,04637664;63
